prompt,completion
"Kristian: Adidas Or Nike?😃
Tabora: Adidas(＾ｖ＾)
Kristian: Watermelon or orange?😃😃
Tabora: Orange(＾ｖ＾)
Kristian: Superman or batman?😃😃😃
Tabora: Batman(＾ｖ＾)
Tabora: What are we doing now?
Kristian: Just playing games😃😃😃😃
Kristian: Wanna keep going?😃
Tabora: Sure! It is kinda fun!(*^0^*)
Kristian: Films or books?😃😃😀😀😀😀😀😀
Tabora: Films!(＾ｖ＾)
Tabora: When is my turn?",Kristian and Tabora are playing a game about what they like best.
"Cathy: Just realized I left my sunglasses at yours
Broke: Yes, they are waiting for you to pick them up
Cathy: Might come round at 10 tonight if that's alright
Broke: Yeah okay, see ya",Cathy will pick up her glasses tonight at 10.
"Petra: I need to sleep, I can't stand how sleepy I am
Andy: I know, and it's so boring today, nobody's working at the office
Ezgi: I am working! lazy pigs
Petra: I'm sleeping with my eyes open, kill me
Andy: ask the fat woman from HR
Petra: she would kill me on spot without batting an eye
Andy: she always repeats she has a black belt in karate 
Petra: it's hard to believe she can move, but let her have whatever belt she wants
Andy: LOL
Petra: sooooo sleepy","Petra is very sleepy at work today, Andy finds the day boring, and Ezgi is working. "
"Nick: You look absolutely gorgeous and have a lovely smile. 
Nick: Would love to get to know you a bit more. How about we meet up for a drink sometime?
Jane: Hmmm... You're shooting a bit above your range aren't you?
Nick: Why would you think that hon?
Jane: Because I'm not that desperate.
Nick: That was a bit below the belt.
Nick: You're nice but you're not THAT hot.
Jane: Oh is your poor little dick shriveling at the thought?
Nick: Actually I'll take it back. Forget about the drink.
Nick: Forget I ever wrote to you.
Jane: Bye loser!
Nick: Fucking bitch!
Jane: You're welcome!",Nick finds Jane pretty and invites her for a drink to get to know her better. Jane rejects Nick and is unpleasant to him. Nick suggests Jane to forget about their conversation.
"Adam: My friend told me he saw Tim with a guy.
Nate: And?
Adam: <file_photo>
Nate: omg
Julia: Yeah, what a shocker
Adam: ??? You knew?!
Julia: I thought everyone knew
Nate: I had no idea
Nate: Did he tell you anything?
Julia: That he’s gay? God no
Adam: Why didn’t you tell us?
Julia: First: I assumed you knew
Julia: Second: Why would I? it’s not my business
Nate: I think he should’ve told us ;/ not cool
Adam: yeah, I made a completely idiot out of myself defending him
Julia: Against whom? I’m not surprised he didn’t tell you
Nate: Well, it’s not fair, we’re his friends
Julia: And? Does it change anything?","Julia knew Tim was gay, while Adam and Nate didn't. "
"Lilly: sorry, I'm gonna be late
Lilly: don't wait for me and order the food
Gabriel: no problem, shall we also order something for you?
Gabriel: so that you get it as soon as you get to us?
Lilly: good idea!
Lilly: pasta with salmon and basil is always very tasty there",Lilly will be late. Gabriel will order pasta with salmon and basil for her.
"Cara: hey
Cara: are you at home
Celine: hey Cara
Celine: No i'm not
Cara: okay then, i just wanted to pass by
Celine: im sorry, i can drop by in the evening if you dont mind
Cara: its fine, call me then if you decide to come
Celine: ok","Celine is not at home, but she will call Cara before visiting her."
"Craig: Man, u there?
Derek: Yeah, tell me
Craig: I need help with my computer
Derek: What happened?
Craig: I don't know exactly but it's not working
Derek: Well, ok... give me 20 minutes, got to get to my car
Craig: Ok, thanks
Derek: No prob",Derek will be at Craig's in 20 minutes to help him with his malfunctioning computer.
"Emma: Hi neighbour :)
Emma: Do you want to take a stroll with the little ones?
Abigail: Hey Emma :) I don't think that's a good idea.
Abigail: My smog alert app is showing that the norms have been exceeded by 30% today :O
Emma: Oh my, that sounds serious.
Emma: I need to install that app.",Abigail is not going to take a stroll with the little ones. Her smog alert app is showing that the norms have been exceeded by 30% today.
"Paul: What color flowers should I get
Cindy: any just not yellow
Paul: ok, pink?
Cindy: no maybe red
Paul: just tell me what color and what type ok?
Cindy: ugh, red roses! ",Paul will buy red roses following Cindy's advice.
"Mary: Hello, I think you've left your credit card at our shop
Jenny: Thank you for getting in touch! Thank you so much!
Mary: No worries :)
Jenny: When can I pick it up?
Mary: Whenever you come, it's safe with one of our cashiers :)",Jenny has left her credit car at the Mary's shop.
"Gary: Hey, don't forget about Tom's bday party!
Lara: I won't! What time should I show up?
Gary: Around 5 pm. He's supposed to be back home at 5:30, so we'll have just enough time to prep things up.
Lara: You're such a great boyfriend. He will be so happy!
Gary: Yep, I am :)
Lara: So I'll just pick up the cake and get the balloons...
Gary: Thanks, you're so helpful. I've already paid for the cake.
Lara: No problem, see you at 5 pm!
Gary: See you!",It's Tom's birthday. Lara and Gary will come to Tom's place about 5 pm to prepare everything before Tom gets back home at 5:30. Gary has already paid for the cake - Lara will pick it up and she will also get the balloons. 
"Laura: Where are you?
Paul: Almost there.
Laura: Which is?
Paul: Close to the Mac.
Laura: That's so far away!
Paul: 15 mins
Laura: I am not waiting any more, see you some other time.
Paul: Please, wait!
Laura: I've waited 30 minutes, 15 minutes ago you wrote you were almost here. This is too much.
Paul: I am so sorry.
Laura: I am not. ",Paul is late for a meeting with Laura and she refuses to wait any longer.
"Salma: <file_video>
Salma: the latest cat meme
Hugh: oh sweet, I can never get enough of those lol
Hugh: <file_photo>
Salma: hahaha same",Salma and Hugh like cat memes.
"Matt: results should be announced soon
Matt: probably today 
Oliver: they posted it
Oliver: <file_other>
Peter: I didn't get into Stanford :(
Matt: let me see
Matt: yup, I did
Oliver: me too
Oliver: barely
Peter: I'm happy for you guys
Matt: chin up! there are many other options
Oliver: exactly, don't give up
Peter: thanks guys, that means a lot
Peter: send your documents asap
Peter: otherwise you'll stuck in the queue
Matt: thanks for a heads-up
Oliver: yea, we owe you one
Peter: I have to look for other university
Peter: see ya
Matt: bye","Todays results show that Matt and Oliver got into Stanford University, Peter did not. "
"Jake: we don't have english today
Nadia: whooooah!
Vanessa: cool! you sure though?
Jake: Smith called in sick, they couldn't find a replacement, oh yeah",English classes were cancelled because Smith called in sick and replacement could not be found.
"Brandon: Shit, I've lost my credit card!
Brandon: I blocked it in the bank but it will take time before I get a new one
Brandon: can you lend me $ 100 guys?
Luke: sorry man, Im broke:/
Brandon: I see
Ian: what a misfortune, dude
Ian: I can lend you $$, no problem
Brandon: thanks, dude!","Brandon has lost his credit card and blocked it in the bank. It will take some time before he gets a new one, and he needs money. Luke is broke, but Ian will lend Brandon some money."
"Inez: My dears, our evening inspired me to create this group conversation to plan further Food Evenings :)
Inez: This is my proposal for the next one: <file_photo>
Alicja: Wow, I will actually feel happy going to work thanks to this :D
Gosia: Happy going to work and even happier leaving it haha
Alicja: Just too bad that the time between 9 and 17 will be wasted :P
Patrycja: I really liked our evening, even the pizza was delicious :) How did you girls like it?
Inez: I loved it, Gosia really chose a great place :)
Gosia: I am an expert at eating :D
Alicja: Have you been to this restaurant Inez sent?
Gosia: No, it is quite new. But I heard good opinions! :D
Patrycja: And it fits with our theme of exploring world cuisines :)
Alicja: First Italy, now Korea! :D
Inez: So when could we do this again?
Gosia: I am not sure, but we have to before the holidays!
Patrycja: We should have less work in two weeks, we could go again on Wednesday?
Alicja: Sounds good to me!
Inez: Me too :D",Patrycja and Inez enjoyed the Italian evening. Gosia chose a great place. Alicja hasn't been to the new restaurant. They all want a Korean evening on Wednesday in two weeks time.
"Ana: You sleeping?
Catherine: Not yet.
Ana: Wanna go visit grandma tomorrow? I miss her.
Catherine: Yeah that would be nice :) I'll call you when I wake up
Ana: Oki :) sleep well, good night.
Catherine:  Good night, u too.",Ana wants to visit grandma tomorrow. Catherine will go with her. She will call Anna when she wakes up.
"Joyce: Check this out!
Joyce: <link>
Michael: That's cheap!
Edson: No way! I'm booking my ticket now!! ",Edson is booking his ticket now.
"Jane: google maps says it is at least 3h <file_other>
Steven: I used to make it in 2, trust me :D
Jane: but it's almost 300km..
Steven: the road is new , we will make it ^^
Jane: I don't want  to stress out , let's meet at 4:30 instead of 5, ok?
Steven: ok, if u reaaly want, we can meet at 4:30
Jane: thx! 
Jane: I will wait at the main entrance or where?
Steven: main entrance is good for me;-) 
Steven: cu",Jane wants to leave at 4.30 instead of 5 because Google Maps suggests the 300 km drive should take them at least 3 hours and she doesn't want to be late. She will wait for Steven at the main entrance.
"Morgan: Hey gorgeous, how’s your day?
Suzanne: Nothing special, it’s just one of many boring days at work. But… better now though!
Morgan: Are you working at all? 😉
Suzanne: I’m trying 😉 But you aren’t helping me, at all
Suzanne: I’m just taking a well-deserved break 😉
Morgan:  I miss you Suzie
Suzanne: I miss you too Morgan
Morgan: Do you feel like going to a concert next week? Maroon 5 is playing at the Hulu Theater at Madison Square Garden.
Morgan: As it happens, I’ve got two tickets 😉
Morgan: Do you want to go?
Suzanne: Really? OMG! That’s wonderful!
Suzanne: Thank you sweetheart!
Morgan: Oh, nothing. I just want you to be happy 😉",Suzanne is at work and is having a break now. Morgan invites Suzanne to a concert of Maroon 5 which takes place next week at the Hulu Theatre at Madison Square Garden. Suzzanne agrees.
